i>>?    #    ,RAZON SOCIAL,CALLE Y NAMERO,COLONIA,MUNICIPIO,CADIGO POSTAL,ESTADO,No. LICENCIA,FECHA  LICENCIA,CLASIFICACION O GIRO,LINEAS AUTORIZADAS
338,QUIMICA ABC S.A. DE C.V.,EJE 132 NO. 110,ZONA INDUSTRIAL DEL POTOSI,SAN LUIS POTOSI,78230,SAN LUIS POTOSI,05FP240280002,17/Jun/2005,FORMULACION DE PLAGUICIDAS,"FORMULACION DE HERBICIDAS, INSECTICIDAS-ACARICIDAS LIQUIDOS Y SOLIDOS"
339,QUIMICA AGRICOLA AVANZADA S.A. DE C.V.,JUAREZ 703,CENTRO,GUERRERO,31680,CHIHUAHUA,09NV080310007,07/May/2009,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE NUTRIENTES VEGETALES",FORMULACION DE FERTILIZANTES LIQUIDOS
340,QUIMICA AGRICOLA DEL VALLE DE CULIACAN S. A. DE C. V.,"CARRETERA EL DORADO, KM 11",ZONA AGROINDUSTRIAL,CULIACAN,80300,SINALOA,08PNV250060016,07/Oct/2008,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE NUTRIENTES VEGETALES Y PLAGUICIDAS",FORMULACION DE INSECTICIDAS-ACARICIDAS Y FERTILIZANTES LIQUIDOS.
341,QUIMICA AGRONOMICA DE MEXICO S. DE R.L. DE  C.V.,CALLE 18 NO. 20503,PARQUE INDUSTRIAL IMPULSO,CHIHUAHUA,31109,CHIHUAHUA,06FPNV080190002,01/Sep/2015,FORMULACION DE PLAGUICIDAS Y ENVASADO DE NUTRIENTES VEGETALES,"FORMULACION DE FUNGICIDAS-BACTERICIDAS SOLIDOS, FORMULACION  DE MEJORADORES DE SUELO SOLIDOS"
342,QUIMICA AGRONOMICA DE MEXICO S. DE R.L. DE C.V.,CALLE 18 NO. 20501,IMPULSO,CHIHUAHUA,31183,CHIHUAHUA,13PNV0801932,06/Oct/2014,"FABRICACION DE PESTICIDAS Y OTROS AGROQUIMICOS, EXCEPTO FERTILIZANTES (SOLO PLAGUICIDAS) Y FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES)","FORMULACIAN INSECTICIDAS, FUNGICIDAS, BACTERICIDAS,  NEMATICIDAS DE ORIGEN BIOLOGICO SALIDOS Y  LIQUIDOS
INOCULANTES SALIDOS Y  LIQUIDOS"
343,QUIMICA APOLLO S.A. DE C.V.,BOULEVARD MIGUEL A. 206,EXPORTEC II,TOLUCA,50200,MAXICO,05FP151060016,27/Oct/2005,FORMULACION DE PLAGUICIDAS,BIOCIDAS LIQUIDOS
344,QUIMICA FOLIAR  S.A DE C.V,AV. URBINA NO. 4,PARQUE INDUSTRIAL,NAUCALPAN,53489,MAXICO,94167,,FABRICANTE Y FORMULACION DE FERTILIZANTES,No disponible (ESPECIFICADO EN LA CLASIFICACION O GIRO)
345,QUIMICA INTERNACIONAL APLICADA S.A. DE C.V.,CARRETERA INTERNACIONAL Km. 196+400,ZONA INDUSTRIAL,AHOME,81255,SINALOA,11NV250010019,10/Feb/2011,FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES),"FORMULACION DE NUTRIENTES VEGETALES, FERTILIZANTES, MEJORADORES DE SUELO, REGULADORES DE CRECIMIENTO (LIQUIDOS)"
346,QUIMICA LUCAVA S.A. DE C.V.,CARRETERA PANAMERICANA KM 284,2DA FRACCION  DE CRESPO,CELAYA,38110,GUANAJUATO,13PNV1100711,24/Oct/2013,"FABRICACION DE PESTICIDAS Y OTROS AGROQUIMICOS, EXCEPTO FERTILIZANTES (SOLO PLAGUICIDAS) Y FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES)","FABRICACION Y FORMULACION DE FUNGICIDAS, HERBICIDAS, INSECTICIDAS- ACARICIDAS Y FUMIGANTES LAQUIDOS, FUNGICIDAS E INSECTICIDAS-ACARICIDAS SALIDOS Y FORMULACION DE FERTILIZANTES SOLIDOS"
347,QUIMICA PIMA S.A. DE C.V.,CALLE DE LAS GALAXIAS No. 25,PARQUE INDUSTRIAL,HERMOSILLO,83299,SONORA,12NV260300006,14/Dec/2012,FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES LIQUIDOS Y SOLIDOS.
348,QUIMICA SAGAL S.A. DE C.V.,CARRETERA A VILLA DE GARCIA KM 5,VILLA DE GARCIA,VILLA DE GARCIA,66000,NUEVO LEON,08PNV190180011,05/Jun/2008,"FABRICACION, FORMULACION, MEZCLA Y ENVASADO DE NUTRIENTES VEGETALES Y PLAGUICIDAS","FORMULACION DE FUNGICIDAS SOLIDOS Y LIQUIDOS, INSECTICIDAS Y HERBICIDAS LIQUIDOS Y FERTILIZANTES SOLIDOS Y LIQUIDOS"
349,QUIMICA Y CONTROL INTEGRAL S.A. DE C.V.,ACERO No. 18,ESFUERZO NACIONAL XALOSTOC,ECATEPEC DE MORELOS,55320,MAXICO,03FP150330004,08/Jul/2003,"FORMULACION, MEZCLA O ENVASADO DE PLAGUICIDAS.",FABRICACION DE INSETICIDAS LIQUIDOS Y POLVOS
350,QUIMICA Y FARMACIA S.A. DE C.V.,AUTOPISTA SALTILLO-MONTERREY KM 11+500,RAMOS ARIZPE,RAMOS ARIZPE,,COAHUILA,96049,,FABRICA Y/O FORMULADORA DE PLAGUICIDAS,No disponible (ESPECIFICADO EN LA CLASIFICACION O GIRO)
351,QUIMICAL S.A. DE C.V.,GRAL SANCHEZ TABOADA  KM 5+500,GONZALEZ ORTEGA,MEXICALI,02100,BAJA CALIFORNIA,94027,,FORMULACION Y COMPRAVENTA DE INSECTICIDAS Y FERTILIZANTES,No disponible (ESPECIFICADO EN LA CLASIFICACION O GIRO)
352,QUINASA QUIMICA INDUSTRIAL AGRICOLA  S.A. DE C. V.,AV. TLAHUAC NO. 5708,LA NOPALERA,TLAHUAC,,DISTRITO FEDERAL,94081,,PRODUCCION DE AGROQUIMICOS,No disponible (ESPECIFICADO EN LA CLASIFICACION O GIRO)
353,REGINA LUCILA STIVALET IRISSON,JUAN DE DIOS PEZA S/N,MARAVILLAS,SAN RAFAEL,93620,VERACRUZ,07NV301350016,16/Feb/2007,"FABRICACION, FORMULACION,MEZCLA O ENVASADO DE NUTRIENTES VEGETALES",FORMULACION DE FERTILIZANTES LIQUIDOS
354,RENACER 2001 S. A DE C. V.,DREN CENTRAL A 0.5 KM DE LA CARRETERA INTERNACIONAL,ZONA INDUSTRIAL JIQUILPAN,AHOME,81257,SINALOA,06FPNV250010001,20/Mar/2006,FABRICACION DE PLAGUICIDAS Y NUTRIENTES VEGETALES,"MEJORADORES DE SUELO, REGULADORES DE CRECIMIENTO VEGETAL, FERTILIZANTES E INSECTICIDAS BOTANICOS, LIQUIDOS"
355,RICARDO ENRIQUE GERARDO GARCIA SALINAS,CONDOR No. 295,SAN MIGUELITO,IRAPUATO,36510,GUANAJUATO,05FNV110170009,30/Jun/2005,FORMULACION DE NUTRIENTES VEGETALES,FORMULACION DE FERTILIZANTES INORGANICOS (LIQUIDOS)
356,RICARDO MELGAREJO GUERERO,CARRETERA A SAN JAAVIER No. 296,VISTA ALEGRE,IRAPUATO,36820,GUANAJUATO,15 PNV 11 017 026,08/Dec/2015,"FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES) FABRICACION DE PESTICIDAS Y OTROS AGROQUIMICOS, EXCEPTO FERTILIZANTES (SALO PLAGUICIDAS)","FORMULACIAN DE FUNGICIDAS E INSECTICIDAS LAQUIDOS, NEMATICIDAS BOTANICOS LAQUIDOS, FERTILIZANTES INORGANICOS, ORGANICOS Y ORGANO- MINERALES, MEJORADORES DE SUELO ORGANICOS E INORGANICOS, INOCULANTES Y REGULADORES DE CRECIMIENTO LAQUIDOS."
357,RODRIGUEZ REYES BAUDELIO,NANCHITAL NO. 924,BELLAVISTA,SALAMANCA,36730,GUANAJUATO,05FNV110270007,26/Apr/2005,"FABRICACION DE NUTRIENTES VEGETALES
SE ENVIA A DICTAMEN SANITARIO ACTA ORIGINAL NO.5935. MEMO 0510 18/10/05",FERTILIZANTES SOLIDOS
358,ROHM AND HAAS MEXICO S. DE R.L. DE C.V.,AQUILES SERDAN 1227,CENTRO,APIZACO,90300,TLAXCALA,07P290050005,03/Aug/2007,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE PLAGUICIDAS","FORMULACION DE FUNGICIDAS LIQUIDOS,  FUNGICIDAS-BACTERICIDAS SOLIDOS Y LIQUIDOS"
359,ROHM AND HAAS MEXICO S. DE R.L. DE C.V.,PROL. LA NORIA No. 122,PARQUE INDUSTRIAL QUERETARO,QUERETARO,76220,QUERETARO,09P220140005,19/Feb/2009,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE PLAGUICIDAS",FORMULACION DE FUNGICIDAS-BACTERICIDAS LIQUIDOS
360,RUBIORGANICOS S.A. DE DE C.V.,CARRETERA MEXICO 15 Km. 141,EL BURRION,GUASAVE,81149,SINALOA,15NV2501108,26/Feb/2015,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES DE ORIGEN ORGANICO SOLIDOS Y LAQUIDOS.
361,SC JOHNSON AND SON S.A. DE C.V.,BLVD MIGUEL ALEMAN NO. 4535,SAN MATEO OTZACATIPAN PARQUE INDUSTRIAL EXPORTEC II,SAN MATEO OTZACATIPAN,50200,MAXICO,95047,06/Jun/2008,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE PLAGUICIDAS",FORMULACION DE INSECTICIDAS SOLIDOS Y LIQUIDOS  (AEROSOLES)
362,SCOTTS DE MAXICO S.A. DE C.V.,AV. E. MARTINEZ LARA No. 110,MILIMEX SANTA ROSA,APODACA,66614,NUEVO LEON,13NV1900627,21/Oct/2013,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),ENVASADO DE INSECTICIDAS QUAMICOS SALIDOS; MEZCLA Y ENVASADO DE FERTILIZANTES DE ORIGEN QUAMICO SALIDOS.
363,SEFERSSA S.A. DE C.V.,CARRETERA INTERNACIONAL MEXICO-NOGALES KM. 896,SAN CAYETANO,TEPIC,63509,NAYARIT,07NV180170003,04/Jun/2007,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE NUTRIENTES VEGETALES",MEZCLA DE FERTILIZANTES SOLIDOS
364,SEFERSSA S.A. DE C.V.,CARRETERA A NAVOLATO KM. 10.5,"COL. ALTOS DE BACHIHUALATO,",CULIACAN,80130,SINALOA,07NV250060014,17/Dec/2007,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE NUTRIENTES VEGETALES",MEZCLA DE FERTILIZANTES SOLIDOS
365,SEMILLAS CERTIFICADAS ESGOM S.P.R. DE R.L.,JAZMINES 20,CENTRO,HUETAMO,61940,MICHOACAN,16NV1603803,22/Feb/2016,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES ORGANICOS LIQUIDOS
366,SERGIO GONZALEZ GONZALEZ,CARRETERA A SANTA MARIA KM 5,COMUNIDAD SANTA MARIA,TARIMBARO,58800,MICHOACAN,14NV1608831,08/Dec/2015,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES Y MEJORADORES DE ORIGEN ORGANICO LIQUIDOS
367,SERVICIOS NH3 S. A DE C. V.,KM 2.5 ANTIGUA DELEGACION CERRO PRIETO,COLORADO 5,MEXICALI,21620,BAJA CALIFORNIA,06FNV020020004,06/Oct/2006,ENVASADO DE NUTRIENTES VEGETALES,ENVASADO DE FERTILIZANTES SOLIDOS Y LIQUDOS
368,SERVICIOS NH3 S.A. DE C.V.,KM 29.5 CARRETERA SAN LUIS,EJIDO HECHICERA,MEXICALI,21620,BAJA CALIFORNIA,06FNV020020003,14/Jul/2006,ENVASADO DE NUTRIENTES VEGETALES,FERTILIZANTES LIQUIDOS Y SOLIDOS
369,SERVICIOS QUIMICOS Y MAQUILAS S.A. DE C.V.,CALLE VIALIDAD INTERIOR MZ 4 LOTE 14,PARQUE INDUSTRIAL,JILOTEPEC,54240,MAXICO,09P150450027,05/Jun/2009,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE NUTRIENTES VEGETALES Y PLAGUICIDAS","FORMULACION Y ENVASADO DE FUNGICIDAS, INSECTICIDAS-ACARICIDAS Y HERBICIDAS SOLIDOS Y LIQUIDOS"
370,SINQUIMICA S.A. DE C.V.,KM 196+350 CARRETERA INTERNACIONAL,ZONA INDUSTRIAL JIQUILPAN,AHOME,81255,SINALOA,06FP250010010,06/Oct/2006,FORMULACION DE PLAGUICIDAS,FORMULACION DE FUNGICIDAS LIQUIDOS
371,SINTESIS Y FORMULACIONES DE ALTA TECNOLOGIA S.A. DE C.V.,CARRETERA MEX- TEXCOCO. S/N,TOTOLZINGO,ACOLMAN,55882,MAXICO,06FP150020003,16/Mar/2006,"FORMULACION, MEZCLA O ENVASADO DE PLAGUICIDAS.",FORMULACION DE HERBICIDAS E INSECTICIDAS LIQUIDOS Y POLVOS
372,SINTESIS Y FORMULACIONES DE ALTA TECNOLOGIA S.A. DE C.V.,SABINO HERNANDEZ S/N,PARQUE INDUSTRIAL TULA,ATITALAQUIA,42970,HIDALGO,11PNV130100005,28/Nov/2011,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE NUTRIENTES VEGETALES Y PLAGUICIDAS","FORMULACION DE HERBICIDAS, INSECTICIDAS-ACARICIDAS, FUNGICIDAS LAQUIDOS Y SALIDOS, FERTILIZANTES LAQUIDOS Y SALIDOS"
373,SOLUCIONES QUIMICAS PARA EL CAMPO Y LA INDUSTRIA S.A. DE C.V.,CARR TRANSISMICA KM 26.5,ROSALINDA,COSOLEACAQUE,96710,VERACRUZ,09NV300480022,22/Sep/2009,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE NUTRIENTES VEGETALES",FORMULACION DE FERTILIZANTES SOLIDOS
374,SQM COMERCIAL DE MEXICO S.A. DE C.V.,INDUSTRIA ELECTRICA S/N LOTE 30 MZ. A,PARQUE INDUSTRIAL BUGAMBILIAS,TLAJOMULCO DE ZUAIGA,45645,JALISCO,04FNV140970003,17/May/2011,FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES SOLIDOS
375,SQM COMERCIAL DE MEXICO S.A. DE C.V.,CARRETERA LOS MOCHIS-TOPOLOBAMPO Km. 15.2,PARQUE INDUSTRIAL TOPOLOBAMPO,AHOME,81290,SINALOA,11NV250010020,31/May/2011,FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES SOLIDOS
376,SQM COMERCIAL DE MEXICO S.A. DE C.V.,CARRETERA COLIMA-CIHUATLAN No. 101,TAPEIXTLES,MANZANILLO,28239,COLIMA,12NV060070003,07/May/2012,FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES),ENVASADO DE FERTILIZANTES SALIDOS.
377,SQM COMERCIAL DE MEXICO S.A. DE C.V.,Km. 2 CARR. FED. PASO DEL TORO - SAN JULIAN (BODEGAS SQM),SANTA FE,VERACRUZ,91690,VERACRUZ,12NV301930027,21/Nov/2012,FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES LIQUIDOS.
378,SQM COMERCIAL DE MEXICO S.A. DE C.V.,CARRETERA COLIMA CIHUATLAN No. 101 BODEGA PSM,TAPEIXTLES,MANZANILLO,28239,COLIMA,14NV060070027,02/Dec/2014,FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES),"FORMULACIAN DE FERTILIZANTES
MEZCLAS FASICAS DE FERTILIZANTES QUAMICOS SALIDOS"
379,STOLLER MEXICO S.A. DE C.V.,AV. AUTOTRANSPORTISTAS No. 203,EL PALOTE,LEON,37208,GUANAJUATO,08NV110200021,16/Apr/2010,FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES SOLIDOS Y LIQUIDOS
380,SUKARNE AGROINDUSTRIAL S.A. DE C.V.,CARRETERA VISTA HERMOSA a LA PIEDAD KM 3.1,EJIDO LAZARO CARDENAS,VISTA HERMOSA,59200,MICHOACAN,14NV1610510,04/Aug/2014,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES Y MEJORADORES DE SUELO LIQUIDOS Y SOLIDOS
381,SUKARNE AGROINDUSTRIAL S.A. DE C.V.,CARRETERA MEXICALI-TIJUANA Km. 13.5,POBLADO LA ROSITA,MEXICALI,21610,BAJA CALIFORNIA,14NV0200214,02/Sep/2014,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES ORGANICOS SALIDOS Y LIQUIDOS.
382,SUKARNE AGROINDUSTRIAL S.A. DE C.V.,CARRETERA CULIACAN-VITARUTO Km. 13,CULIACANCITO,CULIACAN,80040,SINALOA,13NV2500623,20/Oct/2014,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),"FORMULACIAN DE FERTILIZANTES, MEJORADORES DE SUELO E INOCULANTES ORGANICOS SALIDOS Y LAQUIDOS."
383,SUKARNE AGROINDUSTRIAL S.A. DE C.V.,LIBRAMIENTO NOROESTE Km. 25,SC,GENERAL ESCOBEDO,66050,NUEVO LEAN,14NV1902130,09/Dec/2014,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACIAN DE FERTILIZANTES ORGANICOS SALIDOS Y LAQUIDOS
384,SULCONA S.A. DE C.V.,AV. PRESIDENTE JUAREZ NO. 2032,LOS REYES (LA LOMA),TLALNEPANTLA,54004,MAXICO,94064,,FABRICA DE PRODUCTOS QUIMICOS  (SULFATO DE COBRE PENTAHIDRATADO),No disponible (ESPECIFICADO EN LA CLASIFICACION O GIRO)
385,SULFATOS Y DERIVADOS S.A. DE C.V.,MORELOS PONIENTE No. 10,SAN PEDRO XALOSTOC,ECATEPEC DE MORELOS,55310,MAXICO,03FNV150330001,08/Jul/2003,FABRICACION DE NUTRIENTES VEGETALES,FORMULADOR DE NUTRIENTES VEGETALES DE ORIGEN MINERAL
386,SUPER AEROSOL G2 S.A. DE C.V.,AV. MUEBLEROS NO. 237,PARQUE INDUSTRIAL CHICHIMECO,JESUS MARIA,20900,AGUASCALIENTES,06FP010050001,07/May/2013,FORMULACION DE PLAGUICIDAS,"FORMULACIAN DE INSECTICIDAS LIQUIDOS, SOLIDOS Y EN AEROSOL"
387,SYNGENTA AGRO S.A. DE C.V.,EJE 130 No. 125,ZONA INDUSTRIAL DEL POTOSI,SAN LUIS POTOSI,78090,SAN LUIS POTOSI,03FP240280001,30/Jun/2003,"FORMULACION, MEZCLA O ENVASADO DE PLAGUICIDAS",PLAGUICIDAS LIQUIDOS Y SOLIDOS
388,TANCITARO ORGANICOS S. DE R.L. DE C.V.,CARRETERA URUAPAN a PATZCUARO NO. 3450-A,LA COFRADIA,URUAPAN,60221,MICHOACAN,14NV1610206,09/Jun/2014,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES Y MEJORADORES DE SUELO LIQUIDOS Y SOLIDOS
389,TEAA TECNOLOGIA AGRICOLA AVANZADA S.A. DE C.V.,PEDRO MORENO 2002,AGUA BLANCA INDUSTRIAL,ZAPOPAN,45235,JALISCO,14NV1412004,24/Feb/2014,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),"FORMULACIAN DE  FERTILIZANTES, INOCULANTES, MEJORADORES DE SUELO, REGULADORES DE CRECIMIENTO LIQUIDOS"
390,TECNICA AGRICOLA CHIAPAS S.A. DE C.V.,CARRETERA A EJIDO RAYMUNDO ENRIQUEZ KM. 2.5,FRANCISCO SARABIA,TAPACHULA,30700,CHIAPAS,08P070890003,11/Nov/2008,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE PLAGUICIDAS",FORMULACION Y ENVASADO DE HERBICIDAS LIQUIDOS
391,TACNICA MINERAL S.A. DE C.V.,ANILLOS PERIFARICO SUR No. 6000,ARTESANOS,TLAQUEPAQUE,45590,JALISCO,07PNV140980009,28/Oct/2013,"FABRICACION DE PESTICIDAS Y OTROS AGROQUIMICOS, EXCEPTO FERTILIZANTES (SOLO PLAGUICIDAS) Y FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES)",FORMULACIAN DE FUNGICIDAS E INSECTICIDAS INORGANICOS LAQUIDOS; FORMULACIAN DE FERTILIZANTES Y MEJORADORES DE SUELO INORGANICOS SALIDOS Y LAQUIDOS
392,TECNIPROCESOS BIOLOGICOS S.A. DE C.V.,PARCELA 348,EJIDO RUBEN JARAMILLO,ENSENADA,22915,BAJA CALIFORNIA,11NV020010005,04/Mar/2014,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),"FORMULACION DE FERTILIZANTES, REGULADORES DE CRECIMIENTO Y MEJORADORES DE SUELO LIQUIDOS Y SOLIDOS"
393,TECNIPROCESOS BIOLOGICOS S.A. DE C.V.,FRACCIAN LOTE 74,RANCHO SAN RAMON,ENSENADA,22920,BAJA CALIFORNIA,05FNV020010001,24/Nov/2005,FABRICACION DE NUTRIENTES VEGETALES,FERTILIZANTES LIQUIDOS
394,TECNOLOGIAS AGRIBEST S.A. DE C.V.,CAMINO A LA REFORESTACION S/N,SAN LUIS HUEXOTLA,TEXCOCO,56220,MEXICO,16PNV1509915,20/Jun/2016,"FABRICACION DE PESTICIDAS Y OTROS AGROQUIMICOS, EXCEPTO FERTILIZANTES (SOLO PLAGUICIDAS) Y FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES)","FORMULACIAN DE FERTILIZANTES ORGANICOS E INORGANICOS, INOCULANTES,
MEJORADORES DE SUELO, REGULADORES DE CRECIMIENTO LAQUIDOS Y SALIDOS. FORMULACION DE HERBICIDAS (EXTRACTOS NATURALES EN FORMULACIAN CON ACIDO ACATICO), NEMATICIDAS, BACTERICIDAS, FUNGICIDAS, INSECTICIDAS, DE"
395,TECNOLOGIAS NATURALES INTERNACIONAL S.A. DE C.V,LAUREL NO.100,PARQUE INDUSTRIAL EL VERGEL,CELAYA,38110,GUANAJUATO,15PNV1100717,17/Jul/2015,"FABRICACION DE PESTICIDAS Y OTROS AGROQUIMICOS, EXCEPTO FERTILIZANTES (SOLO PLAGUISIDAS) Y FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES)","FORMULACION DE INOCULANTES, MEJORADORES DE SUELO Y FERTILIZANTES ORGANOMINERALES, SOLIDOS. Y FORMULACION DE INSECTICIDAS Y FUNGICIDAS DE ORIGEN BIOLOGICOS, SOLIDOS."
396,TECNOSOL S.A.DE C.V.,ALCE BLANCO NO.49,FRACC.  ALCE BLANCO,NAUCALPAN DE JUAREZ,53370,MAXICO,04FP150570007,25/Apr/2004,"FORMULACION, MEZCLA O ENVASADO DE PLAGUICIDAS",FORMULACION DE INSECTICIDAS EN AEROSOL
397,TEKCHEM S.A.B. DE C.V.,KM 314.5 CARRETERA PANAMERICANA,SAN JUAN DE LA PRESA,SALAMANCA,36770,GUANAJUATO,06P110270017,22/Nov/2006,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE PLAGUICIDAS",FABRICACION DE HERBICIDAS LIQUIDOS E INSECTICIDAS Y/O ACARICIDAS SOLIDOS Y LIQUIDOS
398,TESSENDERLO KERLEY MEXICO S.A. DE C.V.,ESTACION VALDERRAIN NO. 558,CARRETERA INTERNACIONAL FUNDICION,NAVOJOA,S/C,SONORA,05FNV260420001,10/Jun/2015,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),ENVASADO DE  FERTILIZANTES LIQUIDOS
399,THEDAL INTERNACIONAL S.A. DE C.V.,DIVISION DEL NORTE No. 10,OBRERA,JIMENEZ,33980,CHIHUAHUA,10NV080360010,18/Oct/2010,FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES),FORMULACION DE FERTILIZANTES LIQUIDOS
400,THOR QUIMICOS DE MEXICO S. A DE C. V.,KM 182 CARRETERA MEXICO-QUERETARO,PEDRO ESCOBEDO,PEDRO ESCOBEDO,76700,QUERETARO,06FP220120004,26/May/2010,"FABRICACION DE PESTICIDAS Y OTROS AGROQUIMICOS, EXCEPTO FERTILIZANTES (SOLO PLAGUICIDAS)",FABRICACION Y FORMULACION DE FUNGICIDAS LIQUIDOS Y FUNGICIDAS- BACTERICIDAS LIQUIDOS
401,TRI-CAL DE BAJA CALIFORNIA S. A. DE C. V.,"PARQUE INDUSTRIAL STA. ROSA KM 18, CARRET. LATERAL LOS MOCHIS CAMPO",ZONA INDUSTRIAL STA. ROSA,LOS MOCHIS,80110,SINALOA,07P250010012,12/Apr/2007,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE PLAGUICIDAS",FORMULACION DE FUMIGANTES (LIQUIDOS Y GASES COMPRIMIDOS)
402,TRI-CAL DE BAJA CALIFORNIA S.A. DE C.V.,"KM. 181 CARRETERA TRANSPENINSULAR DE ENSENADA A LAZARO CARDENAS FRACCION, LOTE C, MZ 135 S/N",VICENTE GUERRERO,ENSENADA,22920,BAJA CALIFORNIA,05FP020010002,16/Dec/2005,FORMULACION Y MEZCLA DE PLAGUICIDAS,PLAGUICIDAS EN FASE GASEOSA
403,TROPICO SEED S S.A. DE C.V.,CIENITA No. 1530,MARIANO OTERO,ZAPOPAN,45067,JALISCO,14NV1412003,06/Feb/2014,FABRICACIAN DE FERTILIZANTES (NUTRIENTES VEGETALES),MEZCLAS FISICAS DE FERTILIZANTES QUAMICOS SOLIDOS.
404,ULTRAQUIMIA AGRICOLA S.A. DE C.V.,CALLE 56 SUR NO. 7 A (ESQ. ANDADOR 11),CIVAC,JIUTEPEC,62500,MORELOS,08PNV170110008,31/Jan/2008,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE NUTRIENTES VEGETALES Y PLAGUICIDAS",FORMULACION DE INSECTICIDAS LIQUIDOS Y FERTILIZANTES LIQUIDOS
405,UNIGEL ACRILICOS S.A. DE C.V. (ANTES NITROSUR S. A. DE  C. V.),PREDIO ENCINO GORDO S/N,S/C,COSOLEACAQUE,96320,VERACRUZ,07NV300480019,04/Dec/2012,FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES),FABRICACION DE FERTILIZANTES SOLIDOS Y LIQUIDOS.
406,UNIVEX S.A.,CARR. PANAMERICANA KM. 306,COMUNIDAD DE LOS CONEJOS Y SANTA CATARINA DE FRIAS,SALAMANCA,36700,GUANAJUATO,08NV110270020,27/May/2008,"FABRICACION, FORMULACION, MEZCLA O ENVASADO DE NUTRIENTES VEGETALES",FABRICACION DE FERTILIZANTES LIQUIDOS Y SOLIDOS.
407,VIAKEM S.A. DE C.V.,AV. MANUEL BARRAGAN Y LERDO DE TEJADA NO. 701,ZONA INDUSTRIAL,SAN NICOLAS DE LOS GARZA,66430,NUEVO LEON,15P1904606,12/Feb/2015,"FABRICACION Y FORMULACION DE INSECTICIDAS, HERBICIDAS, INSECTICIDAS- ACARICIDAS Y NEMATICIDAS LIQUIDOS Y SOLIDOS","FABRICACION DE PESTICIDAS Y OTROS AGROQUIMICOS, EXCEPTO FERTILIZANTES (SOLO PLAGUICIDAS)"
408,VITA 2000,TELCHAL NO. 397,HEROES DE PADIERNA,TLALPAN,,MAXICO,96036,,"FABRICA DE FERTILIZANTES, MEJORADORES DE SUELO E INOCULANTES",No disponible (ESPECIFICADO EN LA CLASIFICACION O GIRO)
