i>>?CLAVE,SITIO,,,,,O_CUENCA,,,ESTADO,,,CUENCA,,,C_AGUA,,,SUBTIPO
OCNOR4183,"LAS GUASIMAS SEG35, 2 ISA9",,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4184,"LAS GUASIMAS SEG 35, 3 ISA9",,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4206,"SEGMENTO 31, 1 ISA10D",,,,,NOROESTE,,,SONORA,,,RIO SONOYTA 1,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4207,"SEGMENTO 31, 2 ISA10D",,,,,NOROESTE,,,SONORA,,,RIO SONOYTA 1,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4209,PUERTO PE&ASCO 2,,,,,NOROESTE,,,SONORA,,,RIO SONOYTA 1,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4210,PUERTO PE&ASCO 1,,,,,NOROESTE,,,SONORA,,,RIO SONOYTA 1,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4185,PRESA ADOLFO RUIZ CORTINES 1,,,,,NOROESTE,,,SONORA,,,RIO MAYO 2,,,PRESA ADOLFO RUIZ CORTINES,,,PRESA
OCNOR4186,PRESA ADOLFO RUIZ CORTINES 2,,,,,NOROESTE,,,SONORA,,,RIO MAYO 2,,,PRESA ADOLFO RUIZ CORTINES,,,PRESA
OCNOR4146,PRESA ALVARO OBREGON 4,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,PRESA ALVARO OBREGON,,,PRESA
OCNOR4147,PRESA ALVARO OBREGON 1,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,PRESA ALVARO OBREGON,,,PRESA
OCNOR4148,PRESA ALVARO OBREGON 3,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,PRESA ALVARO OBREGON,,,PRESA
OCNOR4149,PRESA ALVARO OBREGON 2,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,PRESA ALVARO OBREGON,,,PRESA
OCNOR4066,PRESA ANGOSTURA 3,,,,,NOROESTE,,,SONORA,,,RIO BAVISPE,,,PRESA ANGOSTURA,,,PRESA
OCNOR4067,PRESA ANGOSTURA 2,,,,,NOROESTE,,,SONORA,,,RIO BAVISPE,,,PRESA ANGOSTURA,,,PRESA
OCNOR4068,PRESA ANGOSTURA 5,,,,,NOROESTE,,,SONORA,,,RIO BAVISPE,,,PRESA ANGOSTURA,,,PRESA
OCNOR4069,PRESA ANGOSTURA 4,,,,,NOROESTE,,,SONORA,,,RIO BAVISPE,,,PRESA ANGOSTURA,,,PRESA
OCNOR4070,PRESA ANGOSTURA 1,,,,,NOROESTE,,,SONORA,,,RIO BAVISPE,,,PRESA ANGOSTURA,,,PRESA
OCNOR4043,PRESA EL MOLINITO 2,,,,,NOROESTE,,,SONORA,,,RIO SONORA 2,,,PRESA EL MOLINITO,,,ARROYO
OCNOR4044,PRESA EL MOLINITO,,,,,NOROESTE,,,SONORA,,,RIO SONORA 2,,,PRESA EL MOLINITO,,,DESCARGA MUNIC
OCNOR4044M1,PRESA EL MOLINITO FRENTE A CORTINA,,,,,NOROESTE,,,SONORA,,,RIO SONORA 2,,,PRESA EL MOLINITO,,,PRESA
OCNOR4052,PRESA EL NOVILLO 6,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,PRESA EL NOVILLO,,,PRESA
OCNOR4054,PRESA EL NOVILLO 5,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,PRESA EL NOVILLO,,,PRESA
OCNOR4055,PRESA EL NOVILLO 1,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,PRESA EL NOVILLO,,,PRESA
OCNOR4056,PRESA EL NOVILLO 4,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,PRESA EL NOVILLO,,,PRESA
OCNOR4057,PRESA EL NOVILLO 2,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,PRESA EL NOVILLO,,,PRESA
OCNOR4058,PRESA EL NOVILLO 3,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,PRESA EL NOVILLO,,,PRESA
OCNOR4152,PRESA PUNTA DE AGUA,,,,,NOROESTE,,,SONORA,,,RIO MATAPE 1,,,PRESA IGNACIO L. ALATORRE,,,PRESA
OCNOR3992,AGUA PRIETA DOUGLAS AGUAS ABAJO,,,,,NOROESTE,,,SONORA,,,RIO BAVISPE,,,RIO AGUA PRIETA,,,DESCARGA
OCNOR4026,RIO BACANUCHI,,,,,NOROESTE,,,SONORA,,,RIO SONORA 1,,,RIO BACANUCHI,,,RIO
OCNOR4031,TERRENATE,,,,,NOROESTE,,,SONORA,,,RIO MAGDALENA,,,RIO MAGDALENA,,,RIO
OCNOR4047,SAN JOSE DE PIMAS RIO,,,,,NOROESTE,,,SONORA,,,RIO MATAPE 1,,,RIO MATAPE,,,RIO
OCNOR4098,RH9-1 SONORA SUR,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,RIO MAYO,,,
OCNOR4099,RIO MAYO 1,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,RIO MAYO,,,OCEANO-MAR
OCNOR4110,RIO MAYO 4,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,RIO MAYO,,,RIO
OCNOR4112,RIO MAYO 5,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,RIO MAYO,,,RIO
OCNOR4113,RIO MAYO 3,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,RIO MAYO,,,RIO
OCNOR4188,RIO MAYO 6,,,,,NOROESTE,,,SONORA,,,RIO MAYO 2,,,RIO MAYO,,,RIO
OCNOR4189,RIO MAYO 8,,,,,NOROESTE,,,SONORA,,,RIO MAYO 2,,,RIO MAYO,,,RIO
OCNOR4190,RIO MAYO 9,,,,,NOROESTE,,,SONORA,,,RIO MAYO 2,,,RIO MAYO,,,RIO
OCNOR4191,RIO MAYO 7,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,RIO MAYO,,,RIO
OCNOR4064,JECORI,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,RIO MOCTEZUMA,,,RIO
OCNOR4065,NACOZARI,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,RIO NACOZARI,,,RIO
OCNOR4046,SAHUARIPA,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,RIO SAHUARIPA,,,RIO
OCNOR4060,SAHUARIPA VADO ONAPA,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,RIO SAHUARIPA,,,RIO
OCNOR4103,RIO SAN PEDRO,,,,,NOROESTE,,,SONORA,,,RIO SAN PEDRO,,,RIO SAN PEDRO,,,RIO
OCNOR3996,SANTA CRUZ 2,,,,,NOROESTE,,,SONORA,,,RIO SANTA CRUZ,,,RIO SANTA CRUZ,,,RIO
OCNOR3997,SANTA CRUZ,,,,,NOROESTE,,,SONORA,,,RIO SANTA CRUZ,,,RIO SANTA CRUZ,,,RIO
OCNOR3987,OJO DE AGUA,,,,,NOROESTE,,,SONORA,,,RIO SONORA 1,,,RIO SONORA,,,RIO
OCNOR3988,SONORA 6,,,,,NOROESTE,,,SONORA,,,RIO SONORA 1,,,RIO SONORA,,,RIO
OCNOR3990,AGUA CALIENTE DE ACONCHI,,,,,NOROESTE,,,SONORA,,,RIO SAN PEDRO,,,RIO SONORA,,,RIO
OCNOR4017,EL GAVILAN,,,,,NOROESTE,,,SONORA,,,RIO SONORA 1,,,RIO SONORA,,,RIO
OCNOR4019,RIO SONORA 3,,,,,NOROESTE,,,SONORA,,,RIO SONORA 1,,,RIO SONORA,,,RIO
OCNOR4020,BAVIACORA,,,,,NOROESTE,,,SONORA,,,RIO SONORA 1,,,RIO SONORA,,,RIO
OCNOR4022,RIO SONORA 4,,,,,NOROESTE,,,SONORA,,,RIO SONORA 1,,,RIO SONORA,,,RIO
OCNOR4023,RIO SONORA 5,,,,,NOROESTE,,,SONORA,,,RIO SONORA 1,,,RIO SONORA,,,RIO
OCNOR4024,ARIZPE,,,,,NOROESTE,,,SONORA,,,RIO SONORA 1,,,RIO SONORA,,,RIO
OCNOR4028,BACOACHI,,,,,NOROESTE,,,SONORA,,,RIO SONORA 1,,,RIO SONORA,,,RIO
OCNOR3991,DERIVADORA DE HUASABAS,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,RIO YAQUI,,,RIO
OCNOR4049,RIO YAQUI 7,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,RIO YAQUI,,,RIO
OCNOR4050,RIO YAQUI 8,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,RIO YAQUI,,,RIO
OCNOR4051,NOVILLO,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,RIO YAQUI,,,RIO
OCNOR4053,RIO YAQUI 9,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,RIO YAQUI,,,RIO
OCNOR4059,RIO YAQUI 10,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 1,,,RIO YAQUI,,,RIO
OCNOR4061,TONICHI RIO,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,RIO YAQUI,,,RIO
OCNOR4126,RH9-2 SONORA SUR,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,RIO YAQUI,,,RIO
OCNOR4128,RIO YAQUI 3,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,RIO YAQUI,,,
OCNOR4129,RIO YAQUI 2,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,RIO YAQUI,,,RIO
OCNOR4131,RIO YAQUI 1,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,RIO YAQUI,,,RIO
OCNOR4139,PUENTE CARRETERA INTERNACIONAL,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,RIO YAQUI,,,RIO
OCNOR4151,RIO YAQUI 4,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 2,,,RIO YAQUI,,,RIO
OCNOR4202,SISTEMA LAGUNAR AGIABAMPO 4,,,,,NOROESTE,,,SONORA,,,N/D,,,SISTEMA LAGUNAR AGIABAMPO,,,LAGUNA
OCNOR4100,DESEMBOCADURA RIO MAYO,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,TRANSICION RIO - MAR,,,LAGUNA
OCNOR4127,DESEMBOCADURA RIO YAQUI,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,TRANSICION RIO - MAR,,,LAGUNA
DLDUR727,ACEQUIA GRANDE,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,ARROYO ACEQUIA GRANDE,,,ARROYO
DLDUR660,EL SALTO - DURANGO,,,,,PACIFICO NORTE,,,DURANGO,,,RIO PRESIDIO 1,,,ARROYO EL SALTO,,,ARROYO
DLDUR733,EMBOTELLADORA GUADIANA S.A. DE C.V. (AGUAS ARRIBA),,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,ARROYO SECO,,,DESCARGA
DLDUR734,EMBOTELLADORA GUADIANA S.A. DE C.V. (AGUAS ABAJO),,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,ARROYO SECO,,,DESCARGA
DLDUR773,LAGUNA DE SANTIAGUILLO 6,,,,,PACIFICO NORTE,,,DURANGO,,,LAGUNA DE SANTIAGUILLO,,,LAGUNA DE SANTIAGUILLO,,,LAGO
DLDUR774,LAGUNA DE SANTIAGUILLO 4,,,,,PACIFICO NORTE,,,DURANGO,,,LAGUNA DE SANTIAGUILLO,,,LAGUNA DE SANTIAGUILLO,,,LAGO
DLDUR775,LAGUNA DE SANTIAGUILLO 2,,,,,PACIFICO NORTE,,,DURANGO,,,LAGUNA DE SANTIAGUILLO,,,LAGUNA DE SANTIAGUILLO,,,LAGO
DLDUR776,LAGUNA DE SANTIAGUILLO 1,,,,,PACIFICO NORTE,,,DURANGO,,,LAGUNA DE SANTIAGUILLO,,,LAGUNA DE SANTIAGUILLO,,,LAGO
DLDUR778,LAGUNA DE SANTIAGUILLO 3,,,,,PACIFICO NORTE,,,DURANGO,,,LAGUNA DE SANTIAGUILLO,,,LAGUNA DE SANTIAGUILLO,,,LAGO
DLDUR779,LAGUNA SANTIAGUILLO 5,,,,,PACIFICO NORTE,,,DURANGO,,,LAGUNA DE SANTIAGUILLO,,,LAGUNA DE SANTIAGUILLO,,,LAGO
DLDUR780,LAGUNA SANTIAGUILLO 7,,,,,PACIFICO NORTE,,,DURANGO,,,LAGUNA DE SANTIAGUILLO,,,LAGUNA DE SANTIAGUILLO,,,LAGO
DLDUR781,LAGUNA SANTIAGUILLO 8,,,,,PACIFICO NORTE,,,DURANGO,,,LAGUNA DE SANTIAGUILLO,,,LAGUNA DE SANTIAGUILLO,,,LAGO
DLDUR747,MANANTIAL 27 DE NOVIEMBRE 2,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,MANANTIAL 27 DE NOVIEMBRE,,,MANANTIAL
DLDUR748,MANANTIAL 27 DE NOVIEMBRE 3,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,MANANTIAL 27 DE NOVIEMBRE,,,RIO
DLDUR750,MANANTIAL 27 DE NOVIEMBRE 1,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,MANANTIAL 27 DE NOVIEMBRE,,,MANANTIAL
DLDUR753,MALAGA 4,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,MANANTIAL ABRAHAM GONZALEZ,,,RIO
DLDUR749,MALAGA 3,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,MANANTIAL CA&AS,,,MANANTIAL
DLDUR751,MALAGA 1,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,MANANTIAL CA&AS,,,MANANTIAL
DLDUR752,MALAGA 2,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,MANANTIAL CA&AS,,,MANANTIAL
DLDUR787,PRESA CABORACA,,,,,PACIFICO NORTE,,,DURANGO,,,RIO LA SAUCEDA,,,PRESA CABORACA,,,PRESA
DLDUR793,PRESA FRANCISCO VILLA,,,,,PACIFICO NORTE,,,DURANGO,,,RIO POANAS,,,PRESA FRANCISCO VILLA,,,PRESA
DLDUR737,PRESA GARAVITOS,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,PRESA GARAVITOS,,,PRESA
DLDUR745,PRESA J REFUGIO SALCIDO,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SANTIAGO BAYACORA,,,PRESA J REFUGIO SALCIDO,,,PRESA
DLDUR745M1,PRESA LA ROSILLA 2,,,,,PACIFICO NORTE,,,DURANGO,,,RIO PRESIDIO 1,,,PRESA LA ROSILLA 2,,,PRESA
DLDUR754,PRESA PE&A DEL AGUILA,,,,,PACIFICO NORTE,,,DURANGO,,,RIO LA SAUCEDA,,,PRESA PE&A DEL AGUILA,,,PRESA
DLDUR738,PRESA PRESIDENTE GPE VICTORIA 3,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,PRESA PRESIDENTE GUADALUPE  VICTORIA,,,PRESA
DLDUR739,PRESA PRESIDENTE GPE VICTORIA 2,,,,,PACIFICO NORTE,,,DURANGO,,,RIO EL TUNAL,,,PRESA PRESIDENTE GUADALUPE  VICTORIA,,,PRESA
DLDUR740,PRESA PRESIDENTE GPE VICTORIA 1,,,,,PACIFICO NORTE,,,DURANGO,,,RIO EL TUNAL,,,PRESA PRESIDENTE GUADALUPE  VICTORIA,,,PRESA
DLDUR675M1,PRESA SANTIAGO BAYACORA 1,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SANTIAGO BAYACORA,,,PRESA SANTIAGO BAYACORA,,,PRESA
DLDUR676M1,PRESA SANTIAGO BAYACORA,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SANTIAGO BAYACORA,,,PRESA SANTIAGO BAYACORA,,,PRESA
DLDUR741M1,PRESA SANTIAGO BAYACORA 2,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SANTIAGO BAYACORA,,,PRESA SANTIAGO BAYACORA,,,PRESA
DLDUR744,PRESA SANTIAGO BAYACORA 4,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SANTIAGO BAYACORA,,,PRESA SANTIAGO BAYACORA,,,PRESA
DLDUR716,PUENTE MELONES,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,RIO DURANGO,,,RIO
DLDUR718,"BIO PAPPEL PACKAGING, S.A. DE C.V. (ANTES EMPAQUES DE CARTON TITAN, S.A. DE",,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,RIO DURANGO,,,DESCARGA
DLDUR719,"BIO PAPPEL PACKAGING, S.A. DE C.V. (ANTES EMPAQUES DE CARTON TITAN, S.A. DE",,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,RIO DURANGO,,,DESCARGA
DLDUR635,SAPIORIS,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SAN LORENZO 1,,,RIO LOS REMEDIOS,,,RIO
DLDUR636,EL HERRERO,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SAN LORENZO 1,,,RIO LOS REMEDIOS,,,RIO
DLDUR714,CONFLUENCIA RIOS DURANGO Y NOMBRE DE DIOS,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SAN PEDRO-MEZQUITAL,,,RIO MEZQUITAL,,,RIO
DLDUR794,RIO MEZQUITAL,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SAN PEDRO-MEZQUITAL,,,RIO MEZQUITAL,,,RIO
DLDUR715,RIO NOMBRE DE DIOS,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SAN PEDRO-MEZQUITAL,,,RIO NOMBRE DE DIOS,,,RIO
DLDUR722,QUEBRADA SAN QUINTIN,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SAN PEDRO-MEZQUITAL,,,RIO NOMBRE DE DIOS,,,RIO
DLDUR633,RIO PIAXTLA 5,,,,,PACIFICO NORTE,,,DURANGO,,,RIO PIAXTLA 1,,,RIO PIAXTLA,,,RIO
DLDUR634,RIO PIAXTLA 6,,,,,PACIFICO NORTE,,,DURANGO,,,RIO PIAXTLA 1,,,RIO PIAXTLA,,,RIO
DLDUR709,RIO SUCHIL,,,,,PACIFICO NORTE,,,DURANGO,,,RIO SUCHIL,,,RIO SUCHIL,,,RIO
DLDUR724,DERIVADORA FRANCISCO VILLA,,,,,PACIFICO NORTE,,,DURANGO,,,RIO DURANGO,,,RIO TUNAL,,,RIO
DLNAY1901,ARROYO EL CAIMANERO,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,ARROYO EL CAIMANERO,,,ARROYO
DLNAY1954,ESTERO CUAUTLA PUERTA DEL RIO,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,BARRA DE NOVILLERO,,,ESTERO
DLNAY1880,MARISMAS NACIONALES 6 (EMBARCADERO LA BATANGA MARISMAS NACIONALES 6,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SAN PEDRO-DESEMBOCADURA,,,CUERPO DE AGUA DEL HUMEDAL,,,MARISMA
DLNAY1883,MARISMAS NACIONALES 5,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,CUERPO DE AGUA DEL HUMEDAL,,,MARISMA
DLNAY1950,CANAL DE CUAUTLA,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,ESTERO CUAUTLA,,,ESTERO
DLNAY1971,"PESCA ""EL RINCON""",,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,ESTERO CUAUTLA,,,MANGLAR
DLNAY1948,PIMIENTILLO (EMBARCADERO),,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,ESTERO LAGUNA LOS VERGELES,,,LAGUNA
DLNAY1826,LAGUNA AGUA GRANDE DESEMBOCADURA (ESTERO TEACAPAN DESEMBOCADURA),,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,ESTERO TEACAPAN,,,LAGUNA
DLNAY1967,"EMBARCADERO ""OTATITOS""",,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,ESTERO TEACAPAN,,,ESTERO
DLNAY1844,ESTERO TEAPAQUE&O PUENTE LA COMPUERTA,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,ESTERO TEAPAQUE&OS,,,ESTERO
DLNAY1937,LAGUNA DE CUYUTLAN 2,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO BEJUCO 1,,,LAGO CUYUTLAN,,,LAGO
DLNAY1938,LAGUNA DE CUYUTLAN 3,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO BEJUCO 1,,,LAGO CUYUTLAN,,,LAGO
DLNAY1939,LAGUNA DE CUYUTLAN 4,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO BEJUCO 1,,,LAGO CUYUTLAN,,,LAGO
DLNAY1940,LAGUNA DE CUYUTLAN 5,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO BEJUCO 1,,,LAGO CUYUTLAN,,,LAGO
DLNAY1941,LAGUNA DE CUYUTLAN 6,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO BEJUCO 1,,,LAGO CUYUTLAN,,,LAGO
DLNAY1944,LAGUNA AGUA BRAVA 3,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,LAGUNA AGUA BRAVA,,,LAGUNA
DLNAY1945,LAGUNA AGUA BRAVA 4,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,LAGUNA AGUA BRAVA,,,LAGUNA
DLNAY1946,LAGUNA AGUA BRAVA 2,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,LAGUNA AGUA BRAVA,,,LAGUNA
DLNAY1947,LAGUNA AGUA BRAVA 1,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,LAGUNA AGUA BRAVA,,,LAGUNA
DLNAY1949,LAGUNA AGUA BRAVA 5,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,LAGUNA AGUA BRAVA,,,LAGUNA
DLNAY1951,DESEMBOCADURA LAGUNA AGUA BRAVA,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,LAGUNA AGUA BRAVA,,,LAGUNA
DLNAY1825,LAGUNA AGUA GRANDE 5 (ESTERO TEACAPAN 5),,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,LAGUNA AGUA GRANDE,,,LAGUNA
DLNAY1952,LAGUNA AGUA GRANDE 2,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,LAGUNA AGUA GRANDE,,,LAGUNA
DLNAY1955,LAGUNA AGUA GRANDE 4,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,LAGUNA AGUA GRANDE,,,LAGUNA
DLNAY1943,PESCADERO (POBLADO),,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,LAGUNA EL PESCADERO,,,LAGUNA
DLNAY1958,RIO ACAPONETA TECUALA,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 2,,,RIO ACAPONETA,,,RIO
DLNAY1959,RIO ACAPONETA 4,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 2,,,RIO ACAPONETA,,,RIO
DLNAY1961,RIO ACAPONETA 5,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 2,,,RIO ACAPONETA,,,RIO
DLNAY1962,ACAPONETA II,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 2,,,RIO ACAPONETA,,,RIO
DLNAY1963,RIO ACAPONETA 7,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 2,,,RIO ACAPONETA,,,RIO
DLNAY1964,ACAPONETA (ACAPONETA),,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 1,,,RIO ACAPONETA,,,RIO
DLNAY1965,RIO ACAPONETA 8,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 1,,,RIO ACAPONETA,,,RIO
DLNAY1966,RIO ACAPONETA 9,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 1,,,RIO ACAPONETA,,,RIO
DLNAY1968,A LA ALTURA DEL POBLADO DE HUAJICORI,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 1,,,RIO ACAPONETA,,,RIO
DLNAY1969,RIO ACAPONETA 11,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 1,,,RIO ACAPONETA,,,RIO
DLNAY1970,HUAJICORI II,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 1,,,RIO ACAPONETA,,,RIO
DLNAY1972,RIO ACAPONETA 13,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 1,,,RIO ACAPONETA,,,RIO
DLNAY1973,RIO ACAPONETA MILPAS VIEJAS,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO ACAPONETA 2,,,RIO ACAPONETA,,,RIO
DLNAY1974,RIO ACAPONETA 1,,,,,PACIFICO NORTE,,,NAYARIT,,,N/D,,,RIO ACAPONETA,,,RIO
DLNAY1857,"RIO GRANDE DE SANTIAGO 23 (RIO GRANDE DE SANTIAGO ""LA TRISTEZA"")",,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1890,RIO GRANDE DE SANTIAGO 36 ( VILLA JUAREZ),,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1892,RIO GRANDE DE SANTIAGO 34 (PUERTA DE MANGOS),,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1894,RIO GRANDE DE SANTIAGO 33 (VILLA HIDALGO),,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1896,RIO GRANDE DE SANTIAGO 32 (SOBRE EL PUENTE DE LA PRESA SANTIAGO),,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1899,RIO GRANDE DE SANTIAGO 30,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1900,RIO GRANDE DE SANTIAGO 29,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1902,RIO GRANDE DE SANTIAGO 28,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1903,RIO GRANDE DE SANTIAGO 27,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1904,RIO GRANDE DE SANTIAGO 26,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1905,RIO GRANDE DE SANTIAGO 25,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1867,EL VENADO,,,,,PACIFICO NORTE,,,NAYARIT,,,RIO SAN PEDRO-MEZQUITAL,,,RIO SAN PEDRO,,,RIO
